Loc,New Plant,Item,Size,Plant Name,Common Name,CAT,Zone,Qty Cfm,YOUR BOOKED QTY REMAIN,Condition,Current Specs,"QTY 
AVAIL NOW","2ND 
QTY 
AVAIL","2ND 
QTY 
READY DATE",2014 List Price,"YOUR 
20%
DISC PRICE",Freight,Landed Price,YOUR RETAIL PRICE,SKU,UPC#
OR,2011,074961S,SuperOne TM,ROSA OSO EASY R CHERRYPIE PPAF,Oso Easy®  Cherry Pie Rose,ROS,04,     ,,-,12''H - 10''S, 663 , 146 ,05/01/14  , 9.75 , 7.80 , 0.77 , 8.57 ,     ,,014949336441
CA,2011,074961S,SuperOne TM,ROSA OSO EASY R CHERRYPIE PPAF,Oso Easy®  Cherry Pie Rose,ROS,04,     ,,-,6''H - 12''S," 1,782 ",     ,          , 9.75 , 7.80 , 0.82 , 8.62 ,     ,,014949336441
OR,2011,074962S,SuperTwo,ROSA OSO EASY R CHERRYPIE PPAF,Oso Easy®  Cherry Pie Rose,ROS,04,     ,,-,"16""H - 14""S", 159 ,     ,          , 15.50 , 12.40 , 1.53 , 13.93 ,     ,,014949348833
CA,2011,074962S,SuperTwo,ROSA OSO EASY R CHERRYPIE PPAF,Oso Easy®  Cherry Pie Rose,ROS,04, 25 ,25,-,8''H - 14''S," 1,988 ",     ,          , 15.50 , 12.40 , 1.65 , 14.05 ,     ,,014949348833
CA,2013,080721S,SuperOne TM,ROSA OSO EASY R MNGO SALSA PAF,Oso Easy®  Mango Salsa Rose,ROS,04,     ,,LIGHT BUD & BLOOM,"6""H - 10""S", 52 ,     ,          , 9.75 , 7.80 , 0.82 , 8.62 ,     ,,014949359655
CA,2013,080722S,SuperTwo,ROSA OSO EASY R MNGO SALSA PAF,Oso Easy®  Mango Salsa Rose,ROS,04, 25 ,25,LIGHT BUD & BLOOM,6''H - 12''S, 332 ,,, 15.50 , 12.40 , 1.65 , 14.05 ,     ,,014949359662
OR,2011,074981S,SuperOne TM,ROSA OSO EASY R PAPRIKA PPAF,Oso Easy®  Paprika Rose,ROS,04,     ,,,"10""H - 10""S",     , 64 ,05/01/14  , 9.75 , 7.80 , 0.77 , 8.57 ,     ,,014949336489
CA,2011,074981S,SuperOne TM,ROSA OSO EASY R PAPRIKA PPAF,Oso Easy®  Paprika Rose,ROS,04,     ,,LIGHT BUD & BLOOM,8''H - 13''S, 8 ,     ,          , 9.75 , 7.80 , 0.82 , 8.62 ,     ,,014949336489
OR,2011,074982S,SuperTwo,ROSA OSO EASY R PAPRIKA PPAF,Oso Easy®  Paprika Rose,ROS,04,     ,,-,"12""H - 10""S", 11 ,     ,          , 15.50 , 12.40 , 1.53 , 13.93 ,     ,,014949348857
CA,2011,074982S,SuperTwo,ROSA OSO EASY R PAPRIKA PPAF,Oso Easy®  Paprika Rose,ROS,04, 30 ,30,LIGHT BUD & BLOOM,"12""H - 15""S", 552 ,     ,          , 15.50 , 12.40 , 1.65 , 14.05 ,     ,,014949348857
OR,2013,080731S,SuperOne TM,ROSA OSO EASY R STBY CR P20601,Oso Easy®  Strawberry Crush Rose,ROS,04,     ,,-,10''H - 10''S, 737 , 435 ,05/01/14  , 9.75 , 7.80 , 0.77 , 8.57 ,     ,,014949359631
CA,2013,080731S,SuperOne TM,ROSA OSO EASY R STBY CR P20601,Oso Easy®  Strawberry Crush Rose,ROS,04,     ,,-,"6""H - 10""S"," 1,548 ",     ,          , 9.75 , 7.80 , 0.82 , 8.62 ,     ,,014949359631
OR,2013,080732S,SuperTwo,ROSA OSO EASY R STBY CR P20601,Oso Easy®  Strawberry Crush Rose,ROS,04,     ,,-,"10""H - 12""S", 360 ,     ,          , 15.50 , 12.40 , 1.53 , 13.93 ,     ,,014949359648
CA,2013,080732S,SuperTwo,ROSA OSO EASY R STBY CR P20601,Oso Easy®  Strawberry Crush Rose,ROS,04,     ,,-,8''H - 12''S," 1,287 ", 35 ,04/01/14  , 15.50 , 12.40 , 1.65 , 14.05 ,     ,,014949359648
OR,2011,074971S,SuperOne TM,ROSA OSO HPY TM CNDY OH!P20471,Oso Happy™  Candy Oh! Landscape Rose,ROS,04,     ,,-,"12""H - 10""S", 922 , 207 ,05/01/14  , 9.75 , 7.80 , 0.77 , 8.57 ,     ,,014949336465
OR,2011,074972S,SuperTwo,ROSA OSO HPY TM CNDY OH!P20471,Oso Happy™  Candy Oh! Landscape Rose,ROS,04,     ,,-,"12""H - 12""S", 364 ,     ,          , 15.50 , 12.40 , 1.53 , 13.93 ,     ,,014949348826
OR,2013,081502,#2,ROSA SWT SPOT TM PEACH PPAF,Sweet Spot™  Peach Rose,ROS,05,     ,,,,     , 31 ,05/01/14  , 14.75 , 11.80 , 1.15 , 12.95 ,     ,,014949369838
CA,2012,082275ST,#5 STAKED,ROSA-CL-CANDY LAND PPAF,Candy Land Climbing Rose                                    ,ROS,05,     ,,-,36''H, 404 , 184 ,05/01/14  , 26.00 , 20.80 , 2.47 , 23.27 ,     ,,014949362235
CA,    ,090795ST,#5 STAKED,ROSA-CL-CECILE BRUNNER,Cecile Brunner Climbing Rose                                ,ROS,04, 10 ,10,WINTER COLOR,48''H,     ,     ,          , 22.00 , 17.60 , 2.47 , 20.07 ,     ,,014949907955
CA,    ,037125ST,#5 STAKED,ROSA-CL-CRIMSON SKY TM PP18564,Crimson Sky™  Climbing Rose,ROS,05,     ,,-,3/4''STAKE,     , 29 ,05/07/14  , 26.00 , 20.80 , 2.47 , 23.27 ,     ,,014949216835
CA,    ,051105ST,#5 STAKED,ROSA-CL-EDEN CLIMBER R,Eden Climber®  Rose,ROS,05,     ,,-,3/4''STAKE,     , 18 ,05/07/14  , 26.00 , 20.80 , 2.47 , 23.27 ,     ,,014949269985
CA,    ,051095ST,#5 STAKED,ROSA-CL-GARDEN SUN TM PPAF,Garden Sun™  Climbing Rose,ROS,05,     ,,-,3/4'' STAKE, 71 ,,, 26.00 , 20.80 , 2.47 , 23.27 ,     ,,014949269978
CA,    ,069445ST,#5 STAKED,ROSA-CL-JOSEPH'S COAT,Joseph's Coat Climbing Rose                                 ,ROS,06, 10 ,10,-,"36""H",     ,     ,          , 26.00 , 20.80 , 2.47 , 23.27 ,     ,,014949314029
CA,2011,075415ST,#5 STAKED,ROSA-CL-SKY'S THE LIMIT TM PAF,Sky's The Limit™  Climbing Rose,ROS,04,     ,,-,36''H, 394 , 79 ,04/30/14  , 26.00 , 20.80 , 2.47 , 23.27 ,     ,,014949361627
OR,2010,058912,#2,ROSA-CL-WILLIAM BAFFIN,William Baffin Climbing Rose                                ,ROS,03,     ,,BREAKING DORMANCY,16''H - 14''S, 229 ,,, 16.00 , 12.80 , 1.15 , 13.95 ,     ,,014949327272
CA,2010,058915ST,#5 STAKED,ROSA-CL-WILLIAM BAFFIN,William Baffin Climbing Rose                                ,ROS,03,     ,,-,36''H, 12 ,,, 26.00 , 20.80 , 2.47 , 23.27 ,     ,,014949314067
OR,    ,020491,#1,ROSMARINUS OFF ARP,Arp Rosemary                                                ,EVS,06,     ,,-,"12""H", 10 ,,, 6.75 , 5.40 , 0.46 , 5.86 ,     ,,014949022221
OR,    ,020492,#2,ROSMARINUS OFF ARP,Arp Rosemary                                                ,EVS,06,     ,,-,"12""H",, 20 ,05/01/14  , 14.75 , 11.80 , 1.15 , 12.95 ,     ,,014949022238
CA,    ,070331,#1 STAKED,RUBUS BLACK SATIN BLACKBERRY,Black Satin Blackberry                                      ,DCS,05,     ,,-,"24""H", 566 ,,, 9.00 , 7.20 , 0.49 , 7.69 ,     ,,014949703311
OR,    ,070331S,SuperOne TM STAKED,RUBUS BLACK SATIN BLACKBERRY,Black Satin Blackberry                                      ,DCS,05,     ,,BREAKING DORMANCY,FULL STK, 191 ,     ,          , 10.00 , 8.00 , 0.77 , 8.77 ,     ,,014949264928
CA,    ,070335,#5 STAKED,RUBUS BLACK SATIN BLACKBERRY,Black Satin Blackberry                                      ,DCS,05,     ,,-,"48""H", 102 ,     ,          , 26.25 , 21.00 , 2.47 , 23.47 ,     ,,014949703359
CA,    ,070341,#1 STAKED,RUBUS CANBY RED RASPBERRY,Canby Red Raspberry                                         ,DCS,04,     ,,BREAKING DORMANCY,"24""H"," 2,454 ",,, 9.00 , 7.20 , 0.49 , 7.69 ,     ,,014949703410
OR,    ,070341S,SuperOne TM STAKED,RUBUS CANBY RED RASPBERRY,Canby Red Raspberry                                         ,DCS,04,     ,,BREAKING DORMANCY,FULL STK, 73 ,     ,          , 10.00 , 8.00 , 0.77 , 8.77 ,     ,,014949264904
CA,    ,070041,#1,RUBUS HERITAGE RASPBERRY,Rubus Heritage Raspberry                                    ,DCS,04,     ,,-,"24""H"," 1,214 ",,, 9.00 , 7.20 , 0.49 , 7.69 ,     ,,014949779613
CA,2011,067841,#1 STAKED,RUBUS IDEAUS FALL GOLD RASPBRY,Fall Gold Raspberry                                         ,DCS,03,     ,,-,"24""H",     ," 2,531 ",04/16/14  , 9.00 , 7.20 , 0.49 , 7.69 ,     ,,014949327128
CA,    ,070061,#1 STAKED,RUBUS INDIAN SUMMER RASPBERRY,Indian Summer Raspberry                                     ,DCS,04,     ,,-,"3/4""STAKE", 41 ,,, 9.00 , 7.20 , 0.49 , 7.69 ,     ,,014949779712
OR,    ,070061S,SuperOne TM STAKED,RUBUS INDIAN SUMMER RASPBERRY,Indian Summer Raspberry                                     ,DCS,04,     ,,DORMANT,FULL STK, 30 ,     ,          , 10.00 , 8.00 , 0.77 , 8.77 ,     ,,014949264911
CA,2012,067871,#1 STAKED,RUBUS PRIME-JIM R BKBRY P16989,Prime-Jim®  Blackberry,DCS,04,     ,,BUDS,"24""H"," 1,540 ",,, 9.00 , 7.20 , 0.49 , 7.69 ,     ,,014949330371
OR,2012,067871S,SuperOne TM STAKED,RUBUS PRIME-JIM R BKBRY P16989,Prime-Jim®  Blackberry,DCS,04,     ,,-,FULL STK, 70 ,     ,          , 10.00 , 8.00 , 0.77 , 8.77 ,     ,,014949324172
OR,2013,079382,#2,RUBUS RSPBRY SHRTCKE TM P22141,Raspberry Shortcake™  Dwarf Thornless Raspberry,DCS,05,     ,,BREAKING DORMANCY,"12""H - 12""S", 90 ,     ,          , 15.50 , 12.40 , 1.15 , 13.55 ,     ,,014949357132
CA,2013,079382,#2,RUBUS RSPBRY SHRTCKE TM P22141,Raspberry Shortcake™  Dwarf Thornless Raspberry,DCS,05, 15 ,15,BREAKING DORMANCY,"8""H - 10""S"," 14,424 ",     ,          , 15.50 , 12.40 , 1.24 , 13.64 ,     ,,014949357132
CA,    ,069911,#1 STAKED,RUBUS THORNLESS BOYSENBERRY,Thornless Boysenberry                                       ,DCS,05,     ,,BUDS,"24""H", 344 ,     ,          , 9.00 , 7.20 , 0.49 , 7.69 ,     ,,014949779514
CA,    ,070081,#1 STAKED,RUBUS WILLAMETTE RASPBERRY,Willamette Raspberry                                        ,DCS,04,     ,,-,"24""H"," 1,664 ",,, 9.00 , 7.20 , 0.49 , 7.69 ,     ,,014949700815
CA,    ,071011,#1,RUDBECKIA FULGIDA GOLDSTURM,Goldsturm Black Eyed Susan                                  ,PRN,03,     ,,-,CAN FULL,     , 525 ,04/01/14  , 4.75 , 3.80 , 0.49 , 4.29 ,     ,,014949782118
CA,    ,025621,#1,RUMEX SANGUINEUS,Bloody Sorrel / Red Dock                                    ,PRN,06,     ,,-,"6""H - 6""S", 81 ,,, 4.75 , 3.80 , 0.49 , 4.29 ,     ,,014949050897
OR,    ,070611,#1,SALIX INTEGRA HAKURO NISHIKI,Dappled Willow                                              ,DCS,04,     ,,BREAKING DORMANCY,"12""H - 10""S"," 2,772 ",     ,          , 6.50 , 5.20 , 0.46 , 5.66 ,     ,,014949706114
OR,    ,070612,#2,SALIX INTEGRA HAKURO NISHIKI,Dappled Willow                                              ,DCS,04,     ,,BREAKING DORMANCY,14''H - 14''S," 1,791 ",     ,          , 13.75 , 11.00 , 1.15 , 12.15 ,     ,,014949706121
OR,    ,070615,#5,SALIX INTEGRA HAKURO NISHIKI,Dappled Willow                                              ,DCS,04,     ,,BREAKING DORMANCY,"16""H - 21""S"," 2,215 ",     ,          , 20.25 , 16.20 , 2.30 , 18.50 ,     ,,014949706152
OR,    ,086701,#1,SALIX PURPUREA CANYON BLUE,Canyon Blue Arctic Blue Leaf Willow                         ,DCS,04,     ,,BREAKING DORMANCY,"10""H - 8""S", 536 ,     ,          , 6.50 , 5.20 , 0.46 , 5.66 ,     ,,014949867013
OR,    ,086705,#5,SALIX PURPUREA CANYON BLUE,Canyon Blue Arctic Blue Leaf Willow                         ,DCS,04,     ,,BREAKING DORMANCY,"24""H - 16""S", 216 ,     ,          , 20.00 , 16.00 , 2.30 , 18.30 ,     ,,014949867051
CA,2010,094291,#1,SALVIA HTWV BLAST TM PP24153,Heatwave™  Blast Sage,PRN,06,     ,,BUDS & BLOOMS,"6""H - 6""S", 10 ,,, 5.50 , 4.40 , 0.49 , 4.89 ,     ,,014949288757
CA,2010,094292,#2,SALVIA HTWV BLAST TM PP24153,Heatwave™  Blast Sage,PRN,06,     ,,BUDS & BLOOMS,"10""H - 10""S", 5 ,     ,          , 11.50 , 9.20 , 1.24 , 10.44 ,     ,,014949359396
CA,    ,099451,#1,SALVIA HTWV BLAZE TM PP24151,Heatwave™  Blaze Sage,PRN,06,     ,,BUDS & BLOOMS,CAN FULL, 811 , 62 ,04/01/14  , 5.50 , 4.40 , 0.49 , 4.89 ,     ,,014949225479
CA,2010,094271,#1,SALVIA HTWV GLITTER TM PP24152,Heatwave™  Glitter Sage,PRN,06,     ,,BUDS & BLOOMS,"6""H-6""S", 870 , 139 ,04/01/14  , 5.50 , 4.40 , 0.49 , 4.89 ,     ,,014949289709
CA,2010,094272,#2,SALVIA HTWV GLITTER TM PP24152,Heatwave™  Glitter Sage,PRN,06,     ,,BUDS & BLOOMS,"10''H - 10""S", 153 ,     ,          , 11.50 , 9.20 , 1.24 , 10.44 ,     ,,014949359426
CA,2010,094281,#1,SALVIA HTWV SPARKLE TM PP24154,Heatwave™  Sparkle Sage,PRN,06,     ,,BUDS & BLOOMS,"6""H-6""S", 533 , 61 ,04/01/14  , 5.50 , 4.40 , 0.49 , 4.89 ,     ,,014949288764
CA,2010,094282,#2,SALVIA HTWV SPARKLE TM PP24154,Heatwave™  Sparkle Sage,PRN,06,     ,,BUDS & BLOOMS,"10""H - 10""S", 120 ,     ,          , 11.50 , 9.20 , 1.24 , 10.44 ,     ,,014949359433
OR,    ,019541,#1,SALVIA NEM MARCUS R PP13322,Marcus®  Meadow Sage,PRN,04,     ,,-,CAN FULL, 980 ,,, 5.50 , 4.40 , 0.46 , 4.86 ,     ,,014949052136
OR,    ,020411,#1,SALVIA NEMOROSA CARADONNA,Caradonna Meadow Sage                                       ,PRN,04,     ,,-,CAN FULL, 75 ,,, 5.00 , 4.00 , 0.46 , 4.46 ,     ,,014949021996
CA,    ,020412,#2,SALVIA NEMOROSA CARADONNA,Caradonna Meadow Sage                                       ,PRN,04,     ,,-,CAN FULL,     , 53 ,04/15/14  , 11.50 , 9.20 , 1.24 , 10.44 ,     ,,014949212011
OR,    ,070591,#1,SALVIA NEMOROSA EAST FRIESLAND,East Friesland Meadow Sage                                  ,PRN,04,     ,,CUT BACK,.," 1,570 ",,, 5.00 , 4.00 , 0.46 , 4.46 ,     ,,014949705919
CA,    ,070591,#1,SALVIA NEMOROSA EAST FRIESLAND,East Friesland Meadow Sage                                  ,PRN,04,     ,,BUDS & BLOOMS,CAN FULL, 12 ,,, 5.00 , 4.00 , 0.49 , 4.49 ,     ,,014949705919
OR,    ,044341,#1,SALVIA SENSATION RSE TM P18230,Sensation Rose Meadow Sage                                  ,PRN,04,     ,,EMERGING,., 705 ,     ,          , 5.50 , 4.40 , 0.46 , 4.86 ,     ,,014949233443
CA,    ,044341,#1,SALVIA SENSATION RSE TM P18230,Sensation Rose Meadow Sage                                  ,PRN,04,     ,,-,CAN FULL, 263 , 292 ,04/01/14  , 5.50 , 4.40 , 0.49 , 4.89 ,     ,,014949233443
OR,    ,044344PTC,"4"" Pot POT-TERRA",SALVIA SENSATION RSE TM P18230,Sensation Rose Meadow Sage                                  ,PRN,04,     ,,,,     , 115 ,05/01/14  , 3.00 , 2.40 , 0.26 , 2.66 ,     ,,014949269824
OR,    ,070261,#1,SALVIA X SYL MAY NIGHT,May Night Sage                                              ,PRN,04,     ,,-,CAN FULL, 10 ,     ,          , 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949787014
OR,    ,070264PTC,"4"" Pot POT-TERRA",SALVIA X SYL MAY NIGHT,May Night Sage                                              ,PRN,04,     ,,,CAN FULL,     , 707 ,05/01/14  , 3.00 , 2.40 , 0.26 , 2.66 ,     ,,014949051108
OR,    ,035942S,SuperTwo,SAMBUCUS BLACK LACE TM PP15575,Black Lace™  Elderberry,DCS,04,     ,,-,12''H - 12''S,     , 11 ,04/01/14  , 17.00 , 13.60 , 1.53 , 15.13 ,     ,,014949337486
OR,    ,035945,#5,SAMBUCUS BLACK LACE TM PP15575,Black Lace™  Elderberry,DCS,04,     ,,-,"16""H - 16""S",     , 59 ,04/01/14  , 24.00 , 19.20 , 2.30 , 21.50 ,     ,,014949349342
OR,    ,019992S,SuperTwo,SAMBUCUS BLK BEAUTY TM PP12305,Black Beauty™  Elderberry,DCS,04,     ,,BREAKING DORMANCY,"10""H - 12""S", 98 ,     ,          , 17.00 , 13.60 , 1.53 , 15.13 ,     ,,014949337479
OR,    ,019995,#5,SAMBUCUS BLK BEAUTY TM PP12305,Black Beauty™  Elderberry,DCS,04,     ,,-,"14""H - 18""S",     , 37 ,04/01/14  , 24.00 , 19.20 , 2.30 , 21.50 ,     ,,014949020999
OR,2014,076641,#1,SAXIFRAGA FORTUNEI - MAGENTA,Magenta Saxifrage                                           ,PRN,06,     ,,EMERGING,., 142 ,     ,          , 6.50 , 5.20 , 0.46 , 5.66 ,     ,,014949364772
OR,2012,07673UT,LittleOne,SAXIFRAGA FORTUNEI PINK ELF R,Pink Elf®  Saxifrage,PRN,06,     ,,,,     , 16 ,04/01/14  , 3.75 , 3.00 , 0.35 , 3.35 ,     ,,014949380246
OR,    ,070971,#1,SCABIOSA COL BUTTERFLY BLUE,Butterfly Blue Pincushion Flower                            ,PRN,03,     ,,CUT BACK,., 129 ,     ,          , 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949785515
OR,    ,070974PTC,"4"" Pot POT-TERRA",SCABIOSA COL BUTTERFLY BLUE,Butterfly Blue Pincushion Flower                            ,PRN,03,     ,,CUT BACK,., 150 ,     ,          , 3.00 , 2.40 , 0.26 , 2.66 ,     ,,014949046333
OR,    ,071661,#1,SCABIOSA COL PINK MIST,Pink Mist Pincushion Flower                                 ,PRN,03,     ,,CUT BACK,., 417 ,     ,          , 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949002704
OR,    ,071021,#1 STAKED,SCHIZOPHRAGMA HYD MOONLIGHT,Moonlight Chinese Hydrangea Vine                            ,VIN,06,     ,,BREAKING DORMANCY,FULL STK, 188 ,     ,          , 8.00 , 6.40 , 0.46 , 6.86 ,     ,,014949782613
CA,    ,030261,#1,SEDUM ALB CORAL CARPET,Coral Carpet Stonecrop                                      ,CAC,04,     ,,-,CAN FULL, 62 ,     ,          , 5.00 , 4.00 , 0.49 , 4.49 ,     ,,014949067390
OR,    ,029141,#1,SEDUM BLUE SPRUCE,Blue Spruce Stonecrop                                       ,CAC,03,     ,,-,., 24 ,     ,          , 5.00 , 4.00 , 0.46 , 4.46 ,     ,,014949276334
OR,    ,070941,#1,SEDUM BRONZE CARPET,Bronze Carpet Stonecrop                                     ,CAC,03,     ,,-,CAN FULL, 178 ,     ,          , 5.00 , 4.00 , 0.46 , 4.46 ,     ,,014949709412
CA,    ,070941,#1,SEDUM BRONZE CARPET,Bronze Carpet Stonecrop                                     ,CAC,03,     ,,-,CAN FULL," 1,027 ",,, 5.00 , 4.00 , 0.49 , 4.49 ,     ,,014949709412
OR,    ,07094UT,LittleOne,SEDUM BRONZE CARPET,Bronze Carpet Stonecrop                                     ,CAC,03,     ,,-,CAN FULL, 32 ,     ,          , 2.95 , 2.36 , 0.35 , 2.71 ,     ,,014949007952
OR,2013,054641,#1,SEDUM CRYSTAL PINK PPAF,Crystal Pink Stonecrop                                      ,CAC,04,     ,,-,CAN FULL, 114 ,     ,          , 5.00 , 4.00 , 0.46 , 4.46 ,     ,,014949333921
CA,2013,054641,#1,SEDUM CRYSTAL PINK PPAF,Crystal Pink Stonecrop                                      ,CAC,04,     ,,-,CAN FULL, 687 ,     ,          , 5.00 , 4.00 , 0.49 , 4.49 ,     ,,014949333921
CA,2010,011821,#1,SEDUM JOHN CREECH,John Creech Stonecrop                                       ,CAC,03,     ,,WINTER COLOR,CAN FULL, 507 ,,, 5.00 , 4.00 , 0.49 , 4.49 ,     ,,014949326206
CA,2011,065141,#1,SEDUM MAKINOI LIMELIGHT,Limelight Japanese Stonecrop                                ,CAC,06,     ,,-,CAN FULL, 37 ,     ,          , 5.00 , 4.00 , 0.49 , 4.49 ,     ,,014949314906
OR,2011,048261,#1,SEDUM OREGANUM,Oregon Stonecrop                                            ,CAC,02,     ,,-,CAN FULL, 516 ,     ,          , 5.00 , 4.00 , 0.46 , 4.46 ,     ,,014949326268
CA,2011,048261,#1,SEDUM OREGANUM,Oregon Stonecrop                                            ,CAC,02,     ,,-,CAN FULL, 5 ,,, 5.00 , 4.00 , 0.49 , 4.49 ,     ,,014949326268
CA,2010,065241,#1,SEDUM PACHYCLADOS,Gray Stonecrop                                              ,CAC,05,     ,,-,CAN FULL,     , 5 ,04/01/14  , 5.00 , 4.00 , 0.49 , 4.49 ,     ,,014949326312
OR,2010,063681,#1,SEDUM SIEBOLDII,October Daphne Stonecrop                                    ,CAC,03,     ,,EMERGING,., 39 ,     ,          , 5.00 , 4.00 , 0.46 , 4.46 ,     ,,014949314920
OR,    ,034281,#1,SEDUM SPATH CAPE BLANCO,Cape Blanco Stonecrop                                       ,CAC,05,     ,,-,CAN FULL,     , 10 ,06/01/14  , 5.00 , 4.00 , 0.46 , 4.46 ,     ,,014949273937
OR,    ,035174PTC,"4"" Pot POT-TERRA",SEDUM SPURIUM VOODOO,Voodoo Stonecrop                                            ,CAC,03,     ,,,CAN FULL,     , 710 ,05/01/14  , 3.50 , 2.80 , 0.26 , 3.06 ,     ,,014949239551
OR,    ,03517UT,LittleOne,SEDUM SPURIUM VOODOO,Voodoo Stonecrop                                            ,CAC,03,     ,,-,CAN FULL, 32 ,     ,          , 2.95 , 2.36 , 0.35 , 2.71 ,     ,,014949211892
OR,    ,039011,#1,SEDUM TELEPHIUM RUP HAB GRAY,Hab Gray Stonecrop                                          ,CAC,04,     ,,-,CAN FULL, 277 ,     ,          , 5.00 , 4.00 , 0.46 , 4.46 ,     ,,014949226308
OR,2010,06987P72SA,Plug 72 PLUG,SEDUM TETRACTINUM CORAL REEF,Chinese Sedum                                               ,CAC,05,     ,,,, 648 ,     ,          , 1.15 , 0.92 , 0.02 , 0.94 ,     ,,014949328583
OR,    ,070914PTC,"4"" Pot POT-TERRA",SEDUM VERA JAMESON,Vera Jameson Stonecrop                                      ,CAC,04,     ,,,,     , 750 ,06/01/14  , 2.95 , 2.36 , 0.26 , 2.62 ,     ,,014949046319
CA,    ,025041,#1,SEDUM X AUTUMN FIRE,Autumn Fire Stonecrop                                       ,CAC,03,     ,,-,CAN FULL, 30 ,     ,          , 5.00 , 4.00 , 0.49 , 4.49 ,     ,,014949049969
CA,    ,070741,#1,SEDUM X AUTUMN JOY,Autumn Joy Stonecrop                                        ,CAC,04,     ,,-,CAN FULL, 625 ,     ,          , 5.00 , 4.00 , 0.49 , 4.49 ,     ,,014949707418
CA,2011,068661,#1,SEMPERVIVUM ARACH CEBENESE,Cebenese Cobweb Houseleek                                   ,CAC,04,     ,,-,CAN FULL, 48 ,     ,          , 6.00 , 4.80 , 0.49 , 5.29 ,     ,,014949327029
CA,2011,069971,#1,SEMPERVIVUM ARACH RED COBWEB,Red Cobweb Hens and Chicks                                  ,CAC,04,     ,,-,CAN FULL,     , 291 ,04/30/14  , 6.00 , 4.80 , 0.49 , 5.29 ,     ,,014949328620
CA,    ,065591,#1,SEMPERVIVUM BLACK,Black Hens and Chicks                                       ,CAC,04,     ,,-,CAN FULL, 10 ,     ,          , 6.00 , 4.80 , 0.49 , 5.29 ,     ,,014949337431
CA,2011,065601,#1,SEMPERVIVUM GREEN WHEEL,Green Wheel Hens and Chicks                                 ,CAC,04,     ,,-,CAN FULL, 69 , 329 ,04/22/14  , 6.00 , 4.80 , 0.49 , 5.29 ,     ,,014949321423
CA,2011,065611,#1,SEMPERVIVUM KREBS DES ROSE,Krebs Desert Rose Hens and Chicks                           ,CAC,04,     ,,-,CAN FULL, 177 ,     ,          , 6.00 , 4.80 , 0.49 , 5.29 ,     ,,014949321430
CA,    ,044911,#1,SEMPERVIVUM RUBIKON,Rubikon Hens & Chicks                                       ,CAC,04,     ,,-,CAN FULL,     , 135 ,05/01/14  , 6.00 , 4.80 , 0.49 , 5.29 ,     ,,014949236475
OR,    ,04491UT,LittleOne,SEMPERVIVUM RUBIKON,Rubikon Hens & Chicks                                       ,CAC,04,     ,,,2/3 CAN FULL,     , 201 ,04/01/14  , 2.95 , 2.36 , 0.35 , 2.71 ,     ,,014949249864
OR,2011,056961,#1,SEMPERVIVUM RUBY HEARTS,Ruby Hearts Hens and Chicks                                 ,CAC,04,     ,,,,     , 815 ,04/01/14  , 6.00 , 4.80 , 0.46 , 5.26 ,     ,,014949361658
CA,2011,070011,#1,SEMPERVIVUM SILVER KING,Silver King Houseleek                                       ,CAC,04,     ,,-,CAN FULL, 63 ,,, 6.00 , 4.80 , 0.49 , 5.29 ,     ,,014949328651
CA,2012,070071,#1,SEMPERVIVUM TECTORUM GREENII,Greenii Hens and Chicks                                     ,CAC,04,     ,,-,CAN FULL,     , 5 ,04/30/14  , 6.00 , 4.80 , 0.49 , 5.29 ,     ,,014949328682
OR,    ,070865,#5,SEQUOIADENDRON GIG PENDULUM,Weeping Giant Sequoia                                       ,CON,06,     ,,WINTER COLOR,"36""H - 10""S", 5 ,     ,          , 39.00 , 31.20 , 2.30 , 33.50 ,     ,,014949708651
OR,    ,070867,#7,SEQUOIADENDRON GIG PENDULUM,Weeping Giant Sequoia                                       ,CON,06,     ,,WINTER COLOR,"60""H - 14""S", 5 ,     ,          , 95.00 , 76.00 , 5.75 , 81.75 ,     ,,014949708675
OR,    ,071031,#1,SOLIDAGO CROWN OF RAYS,Crown Of Rays Goldenrod                                     ,PRN,04,     ,,EMERGING,., 635 ,,, 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949786314
OR,2010,066311,#1,SOLIDAGO LITTLE LEMON PP17297,Little Lemon Goldenrod                                      ,PRN,05,     ,,EMERGING,., 29 ,     ,          , 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949317310
OR,    ,071185,#5,SORBUS HUPEHEN CORAL FIRE TM,Coral Fire™  Mountain Ash,TRE,02,     ,,BREAKING DORMANCY,"84""H", 26 ,     ,          , 33.00 , 26.40 , 2.30 , 28.70 ,     ,,014949711859
OR,2011,075012S,SuperTwo,SPIRAEA DBLPLAY R ARTIST PPAF,Double Play®  Artist Spirea,DCS,04,     ,,BREAKING DORMANCY,10''H - 12''S, 20 ,     ,          , 15.00 , 12.00 , 1.53 , 13.53 ,     ,,014949349359
