CT,    ,066875,#5,PRUNUS X CISTENA,Prunus x cistena                                            ,Dwarf Red-Leaf Sand Cherry                                  ,Deciduous early flower'g Shrub,DCS,02,, 19.50 ,,,     , 5 , 157 ,     ,          ,     ,          ,     ,          
CT,2011,020793S,Super 3,RHAMNUS FRA FINELINE R PP14791,"Rhamnus frangula 'Ron Williams' P.P. #14,791                ",Fine Line®  Fern Leaf Buckthorn,Deciduous shrub/hedge,DCS,02,PW, 15.85 ,,,     ,     , 74 , 74 ,06/01/14  ,     ,          ,     ,          
CT,    ,069893,#3,RHUS AROMATICA GRO-LOW,Rhus aromatica 'Gro-Low'                                    ,Gro-Low Fragrant Sumac                                      ,Deciduous shrub/hedge,DCS,04,, 13.50 ,,,     , 5 , 2 ,     ,          ,     ,          ,     ,          
CT,    ,406122,#2,RIBES NIGRUM CONSORT,                                                            ,                                                            ,Edible berries/fruit,DCS,04,, 9.75 ,,,     , 5 , 19 ,     ,          ,     ,          ,     ,          
CT,    ,406132,#2,RIBES RUBRUM PERFECTION,                                                            ,                                                            ,Edible berries/fruit,DCS,03,, 9.75 ,,,     , 5 , 49 , 49 ,05/15/14  ,     ,          ,     ,          
CT,    ,406142,#2,RIBES SAT WHITE IMPERIAL,                                                            ,                                                            ,Edible berries/fruit,DCS,03,, 9.75 ,,,     , 5 , 42 ,     ,          ,     ,          ,     ,          
CT,    ,070193,#3,ROBINIA P TWISTY BABY TM P9771,Robinia pseudoacacia 'Lace Lady' P.P.# 9771                 ,Twisty Baby™  Dwarf Black Locust,Ornamental tree,DCS,04,, 14.95 ,,,     , 5 , 71 ,     ,          ,     ,          ,     ,          
CT,    ,406452,#2,RUBUS ARAPAHO THRNLS BLKBRY,                                                            ,                                                            ,Edible berries/fruit,DCS,05,, 9.75 ,,,     , 5 , 8 ,     ,          ,     ,          ,     ,          
CT,    ,070332,#2,RUBUS BLACK SATIN BLACKBERRY,Rubus subgenus Rubus Watson 'Black Satin'                   ,Black Satin Blackberry                                      ,Edible berries/fruit,DCS,05,, 9.75 ,,,     , 5 , 16 ,     ,          ,     ,          ,     ,          
CT,    ,406412,#2,RUBUS CHESTER BLACKBERRY,                                                            ,                                                            ,Edible berries/fruit,DCS,05,, 9.75 ,,,     , 5 , 8 ,     ,          ,     ,          ,     ,          
CT,    ,070042,#2,RUBUS HERITAGE RASPBERRY,Rubus idaeus var. strigosus 'Heritage'                      ,Rubus Heritage Raspberry                                    ,Edible berries/fruit,DCS,04,, 9.75 ,,,     , 5 , 1 ,     ,          ,     ,          ,     ,          
CT,    ,406442,#2,RUBUS IDAEUS MEEKER RD RASPBRY,                                                            ,                                                            ,Edible berries/fruit,DCS,05,, 9.75 ,,,     , 5 , 5 ,     ,          ,     ,          ,     ,          
CT,2011,067842,#2 STAKED,RUBUS IDEAUS FALL GOLD RASPBRY,Rubus idaeus var. strigosus 'Fall Gold'                     ,Fall Gold Raspberry                                         ,Edible berries/fruit,DCS,03,, 9.75 ,,,     , 5 , 65 ,     ,          ,     ,          ,     ,          
CT,    ,406525,#5,SALIX CAPREA,                                                            ,                                                            ,Deciduous early flower'g Shrub,DCS,04,, 18.50 ,,,     , 5 , 2 ,     ,          ,     ,          ,     ,          
CT,    ,406527PT,#7 PATIO TREE,SALIX CAPREA,                                                            ,                                                            ,Deciduous early flower'g Shrub,DCS,04,, 47.50 ,,,     , 2 , 40 ,     ,          ,     ,          ,     ,          
CT,    ,070613,#3,SALIX INTEGRA HAKURO NISHIKI,Salix integra 'Hakuro Nishiki'                              ,Dappled Willow                                              ,Deciduous shrub/hedge,DCS,04,, 13.50 ,,,     , 5 , 226 ," 1,413 ",05/01/14  ,     ,          ,     ,          
CT,    ,070617PT,#7 PATIO TREE,SALIX INTEGRA HAKURO NISHIKI,Salix integra 'Hakuro Nishiki'                              ,Dappled Willow                                              ,Deciduous shrub/hedge,DCS,04,, 49.50 ,,,     , 2 , 27 ,     ,          ,     ,          ,     ,          
CT,    ,406543,#3,SAMBUCUS RAC SUTHERLAND GOLD,                                                            ,                                                            ,Deciduous sumr flower'g shrub,DCS,03,PW, 15.85 ,,,     , 5 , 166 ,     ,          ,     ,          ,     ,          
CT,    ,094753,#3,SORBARIA SORB SEM PP16336,                                                            ,                                                            ,Deciduous sumr flower'g shrub,DCS,02,BHC, 15.85 ,,,     , 5 , 178 , 638 ,04/15/14  ,     ,          ,     ,          
CT,2011,075013S,Super 3,SPIRAEA DBLPLAY R ARTIST PPAF,Spiraea japonica 'Galen' P.P.A.F.                           ,Double Play®  Artist Spirea,Deciduous sumr flower'g shrub,DCS,04,PW, 13.50 ,,,     ,     , 21 ,     ,          ,     ,          ,     ,          
CT,2011,075033S,Super 3,SPIRAEA DBLPLAY R BIGBANG PPAF,Spiraea japonica 'Tracy' P.P.A.F.                           ,Double Play®  Big Bang Spirea,Deciduous sumr flower'g shrub,DCS,04,PW, 13.50 ,,,     ,     , 11 , 789 ,05/01/14  ,     ,          ,     ,          
CT,2011,075023S,Super 3,SPIRAEA DBLPLAY R GOLD PPAF,"Spiraea japonica 'Yan' P.P. # 21,615                        ",Double Play®  Gold Spirea,Deciduous sumr flower'g shrub,DCS,04,PW, 13.50 ,,,     ,     , 3 ,     ,          ,     ,          ,     ,          
CT,    ,071253,#3,SPIRAEA JAP LITTLE PRINCESS,Spiraea japonica 'Little Princess'                          ,Little Princess Spirea                                      ,Deciduous sumr flower'g shrub,DCS,04,, 11.50 ,,,     , 5 , 20 ,     ,          ,     ,          ,     ,          
CT,    ,071572,#2,SPIRAEA JAP MAGIC CARPET P9363,Spiraea japonica 'Walbuma' P.P.# 9363                       ,Magic Carpet Spirea                                         ,Deciduous sumr flower'g shrub,DCS,04,PHI, 9.25 ,,,     , 5 , 5 ,     ,          ,     ,          ,     ,          
CT,    ,071582,#2,SPIRAEA JAP NEON FLASH,Spiraea japonica 'Neon Flash'                               ,Neon Flash Spirea                                           ,Deciduous sumr flower'g shrub,DCS,04,, 9.25 ,,,     , 5 , 160 ,     ,          ,     ,          ,     ,          
CT,    ,071583,#3,SPIRAEA JAP NEON FLASH,Spiraea japonica 'Neon Flash'                               ,Neon Flash Spirea                                           ,Deciduous sumr flower'g shrub,DCS,04,, 11.50 ,,,     , 5 , 48 , 48 ,06/15/14  ,     ,          ,     ,          
CT,    ,071283,#3,SPIRAEA JAP SHIROBANA,Spiraea japonica 'Shirobana'                                ,Shirobana Spirea                                            ,Deciduous sumr flower'g shrub,DCS,04,, 11.50 ,,,     , 5 , 10 ,     ,          ,     ,          ,     ,          
CT,    ,406683,#3,SPIRAEA JAP WHITE GOLD,                                                            ,                                                            ,Deciduous sumr flower'g shrub,DCS,04,, 11.50 ,,,     , 5 , 21 , 150 ,06/01/14  ,     ,          ,     ,          
CT,    ,071152,#2,SPIRAEA X ANTHONY WATERER,Spiraea x bumalda 'Anthony Waterer'                         ,Anthony Waterer Spirea                                      ,Deciduous sumr flower'g shrub,DCS,04,, 9.25 ,,,     , 5 , 258 ,     ,          ,     ,          ,     ,          
CT,    ,071153,#3,SPIRAEA X ANTHONY WATERER,Spiraea x bumalda 'Anthony Waterer'                         ,Anthony Waterer Spirea                                      ,Deciduous sumr flower'g shrub,DCS,04,, 11.50 ,,,     , 5 , 16 ,     ,          ,     ,          ,     ,          
CT,    ,071173,#3,SPIRAEA X GOLDFLAME,Spiraea x bumalda 'Goldflame'                               ,Goldflame Spirea                                            ,Deciduous sumr flower'g shrub,DCS,04,, 12.50 ,,,     , 5 , 5 ,     ,          ,     ,          ,     ,          
CT,    ,071453,#3,SPIRAEA X VANHOUTTEI,Spiraea x vanhouttei                                        ,BRIDAL WREATH SPIREA                                        ,Deciduous sumr flower'g shrub,DCS,04,, 11.50 ,,,     , 5 , 276 , 276 ,06/01/14  ,     ,          ,     ,          
CT,    ,406701,#1,STEPANANDRA INC CRISPA,                                                            ,                                                            ,Deciduous fall/winter interest,DCS,04,, 4.55 ,,,     , 10 , 129 ,     ,          ,     ,          ,     ,          
CT,    ,406753,#3,SYMPH CANDY SENSATION P20931,                                                            ,                                                            ,Deciduous fall/winter interest,DCS,03,, 15.85 ,,,     , 5 , 11 , 11 ,06/15/14  ,     ,          ,     ,          
CT,    ,406763,#3,SYMPH SWEET SENSATION PPAF,                                                            ,                                                            ,Deciduous fall/winter interest,DCS,03,, 15.85 ,,,     , 5 , 206 , 402 ,06/15/14  ,     ,          ,     ,          
CT,2011,074683S,Super 3,SYRINGA BLOOMERNG R PUR P20575,"Syringa x 'Penda' P.P. #20,575, C.B.R.A.F.                  ",Bloomerang®  Purple Lilac,Deciduous early flower'g Shrub,DCS,03,PW, 16.50 ,,,     ,     , 64 ,     ,          ,     ,          ,     ,          
CT,    ,406823,#3,SYRINGA KRASAVITSA MOSKVY,                                                            ,                                                            ,Deciduous early flower'g Shrub,DCS,03,, 14.95 ,,,     , 5 , 25 , 25 ,05/01/14  ,     ,          ,     ,          
CT,    ,071863,#3,SYRINGA MEYERI PALIBIN,Syringa meyeri 'Palibin'                                    ,Dwarf Korean Lilac                                          ,Deciduous early flower'g Shrub,DCS,03,, 14.95 ,,,     , 5 , 434 , 434 ,06/15/14  ,     ,          ,     ,          
CT,    ,071865,#5,SYRINGA MEYERI PALIBIN,Syringa meyeri 'Palibin'                                    ,Dwarf Korean Lilac                                          ,Deciduous early flower'g Shrub,DCS,03,, 21.50 ,,,     , 5 , 410 , 410 ,06/15/14  ,     ,          ,     ,          
CT,    ,071867PT,#7 PATIO TREE,SYRINGA MEYERI PALIBIN,Syringa meyeri 'Palibin'                                    ,Dwarf Korean Lilac                                          ,Deciduous early flower'g Shrub,DCS,03,, 49.50 ,,,     , 2 , 4 , 4 ,06/01/14  ,     ,          ,     ,          
CT,    ,072023,#3,SYRINGA PATULA MISS KIM,Syringa pubescens subsp. patula 'Miss Kim'                  ,Miss Kim Korean Lilac                                       ,Deciduous early flower'g Shrub,DCS,04,, 14.95 ,,,     , 5 ,     ," 1,434 ",06/15/14  ,     ,          ,     ,          
CT,    ,072025,#5,SYRINGA PATULA MISS KIM,Syringa pubescens subsp. patula 'Miss Kim'                  ,Miss Kim Korean Lilac                                       ,Deciduous early flower'g Shrub,DCS,04,, 21.50 ,,,     , 5 ,     ," 1,747 ",06/15/14  ,     ,          ,     ,          
CT,    ,406843,#3,SYRINGA PRESIDENT GREVY,                                                            ,                                                            ,Deciduous early flower'g Shrub,DCS,03,, 14.95 ,,,     , 5 , 223 ,     ,          ,     ,          ,     ,          
CT,    ,406853,#3,SYRINGA PRESIDENT POINCAIRE,                                                            ,                                                            ,Deciduous early flower'g Shrub,DCS,04,, 14.95 ,,,     , 5 , 463 ,     ,          ,     ,          ,     ,          
CT,    ,406867,#7,SYRINGA RET SNWDNC TM P20458,                                                            ,                                                            ,Deciduous early flower'g Shrub,DCS,03,, 49.50 ,,,     , 2 ,     , 296 ,06/15/14  ,     ,          ,     ,          
CT,    ,406813,#3,SYRINGA SGR PLM FAIRY R P15588,                                                            ,                                                            ,Deciduous early flower'g Shrub,DCS,03,, 14.95 ,,,     , 5 , 44 ,     ,          ,     ,          ,     ,          
CT,    ,406815,#5,SYRINGA SGR PLM FAIRY R P15588,                                                            ,                                                            ,Deciduous early flower'g Shrub,DCS,03,, 21.50 ,,,     , 5 , 149 , 149 ,06/15/14  ,     ,          ,     ,          
CT,    ,012163,#3,SYRINGA TINKERBELLE R P12294,                                                            ,                                                            ,Deciduous early flower'g Shrub,DCS,03,, 14.95 ,,,     , 5 , 305 ,     ,          ,     ,          ,     ,          
CT,    ,012167,#7,SYRINGA TINKERBELLE R P12294,                                                            ,                                                            ,Deciduous early flower'g Shrub,DCS,03,, 27.50 ,,,     , 2 , 169 ,     ,          ,     ,          ,     ,          
CT,    ,406883,#3,SYRINGA V ATHELINE WILBER,                                                            ,                                                            ,Deciduous early flower'g Shrub,DCS,03,, 14.95 ,,,     , 5 , 360 ,     ,          ,     ,          ,     ,          
CT,    ,072103,#3,SYRINGA V CHARLES JOLY,Syringa vulgaris 'Charles Joly'                             ,Charles Joly Lilac                                          ,Deciduous early flower'g Shrub,DCS,03,, 14.95 ,,,     , 5 , 21 ,     ,          ,     ,          ,     ,          
CT,    ,406903,#3,SYRINGA V FIALA REMEMBRANCE,                                                            ,                                                            ,Deciduous early flower'g Shrub,DCS,03,, 14.95 ,,,     , 5 , 11 , 11 ,05/01/14  ,     ,          ,     ,          
CT,    ,406913,#3,SYRINGA V MADAME LEMOINE,                                                            ,                                                            ,Deciduous early flower'g Shrub,DCS,03,, 14.95 ,,,     , 5 ,     , 150 ,05/15/14  ,     ,          ,     ,          
CT,    ,072163,#3,SYRINGA V SENSATION,Syringa vulgaris 'Sensation'                                ,Sensation Lilac                                             ,Deciduous early flower'g Shrub,DCS,03,, 14.95 ,,,     , 5 , 40 , 40 ,05/01/14  ,     ,          ,     ,          
CT,    ,034033,#3,SYRINGA V WEDGEWOOD BLUE,                                                            ,                                                            ,Deciduous early flower'g Shrub,DCS,04,, 14.95 ,,,     , 5 , 189 , 189 ,05/01/14  ,     ,          ,     ,          
CT,    ,406933,#3,SYRINGA V WONDERBLUE,                                                            ,                                                            ,Deciduous early flower'g Shrub,DCS,03,, 14.95 ,,,     , 5 ,     , 1 ,05/01/14  ,     ,          ,     ,          
CT,    ,406943,#3,SYRINGA V YANKEE DOODLE,                                                            ,                                                            ,Deciduous early flower'g Shrub,DCS,02,, 14.95 ,,,     , 5 ," 1,292 ", 87 ,05/01/14  ," 2,056 ",06/01/14  ,     ,          
CT,    ,406895,#5,SYRINGA VULGARIS,                                                            ,                                                            ,Deciduous early flower'g Shrub,DCS,03,, 21.50 ,,,     , 5 , 823 , 823 ,05/15/14  ,     ,          ,     ,          
CT,    ,406783,#3,SYRINGA X EXCEL,                                                            ,                                                            ,Deciduous early flower'g Shrub,DCS,03,, 14.95 ,,,     , 5 ,     , 21 ,05/01/14  ,     ,          ,     ,          
CT,    ,406793,#3,SYRINGA X JOSEE,                                                            ,                                                            ,Deciduous early flower'g Shrub,DCS,03,, 14.95 ,,,     , 5 , 131 ,     ,          ,     ,          ,     ,          
CT,    ,407051,#1,VACCINIUM ANG BRUNSWICK,                                                            ,                                                            ,Edible berries/fruit,DCS,02,, 6.95 ,,,     , 10 , 230 ,     ,          ,     ,          ,     ,          
CT,    ,407061,#1,VACCINIUM ANG LOWBUSH,                                                            ,                                                            ,Edible berries/fruit,DCS,02,, 6.95 ,,,     , 10 , 251 ,     ,          ,     ,          ,     ,          
CT,    ,021743,#3,VACCINIUM CORY SUNSHINE BLUE,Vaccinium x 'Sunshine Blue' (Southern Highbush)             ,Sunshine Blue Blueberry                                     ,Edible berries/fruit,DCS,05,, 13.95 ,,,     , 5 , 775 ," 1,000 ",06/15/14  ,     ,          ,     ,          
CT,    ,073423,#3,VACCINIUM CORYMBOSUM BLUERAY,                                                            ,                                                            ,Edible berries/fruit,DCS,03,, 13.95 ,,,     , 5 ," 1,140 "," 2,119 ",06/15/14  ,     ,          ,     ,          
CT,2010,080363,#3,VACCINIUM CORYMBOSUM CHANDLER,Vaccinium corymbosum 'Chandler' (Northern Highbush)         ,Chandler Midseason Blueberry                                ,Edible berries/fruit,DCS,04,, 13.95 ,,,     , 5 , 4 , 248 ,06/15/14  ,     ,          ,     ,          
CT,    ,073743,#3,VACCINIUM CORYMBOSUM PATRIOT,Vaccinium corymbosum 'Patriot' (Northern Highbush)          ,Patriot Early Season Blueberry                              ,Edible berries/fruit,DCS,03,, 13.95 ,,,     , 5 , 782 ," 1,888 ",06/15/14  ,     ,          ,     ,          
CT,    ,068293,#3,VACCINIUM PINK LEMONADE,                                                            ,                                                            ,Edible berries/fruit,DCS,04,, 13.95 ,,,     , 5 ," 1,495 "," 1,495 ",06/15/14  ,     ,          ,     ,          
CT,    ,407073,#3,VACCINIUM X BLUE CROP,                                                            ,                                                            ,Edible berries/fruit,DCS,04,, 13.95 ,,,     , 5 , 518 , 518 ,06/15/14  ,     ,          ,     ,          
CT,    ,407083,#3,VACCINIUM X CHIPPEWA,                                                            ,                                                            ,Edible berries/fruit,DCS,03,, 13.95 ,,,     , 5 ," 1,554 "," 2,015 ",06/15/14  ,     ,          ,     ,          
CT,    ,407093,#3,VACCINIUM X DUKE,                                                            ,                                                            ,Edible berries/fruit,DCS,04,, 13.95 ,,,     , 5 , 140 ,     ,          ,     ,          ,     ,          
CT,    ,073692,#2,VACCINIUM X NORTHCOUNTRY,Vaccinium x 'Northcountry' (Half-high)                      ,NORTH COUNTRY EARLY SEASON BLUEBERRY                        ,Edible berries/fruit,DCS,03,, 9.75 ,,,     , 5 , 965 , 965 ,06/15/14  ,     ,          ,     ,          
CT,    ,407103,#3,VACCINIUM X POLARIS,                                                            ,                                                            ,Edible berries/fruit,DCS,03,, 13.95 ,,,     , 5 , 33 ,     ,          ,     ,          ,     ,          
CT,    ,037982,#2,VACCINIUM X TOP HAT,Vaccinium x 'Top Hat'                                       ,Top Hat Blueberry                                           ,Edible berries/fruit,DCS,03,, 12.95 ,,,     , 5 , 405 , 702 ,06/15/14  ,     ,          ,     ,          
CT,    ,074305,#5,VIB D CARDINAL CANDY TM P12870,"Viburnum dilatatum 'Henneke' P.P.# 12,870                   ",Cardinal Candy Viburnum                                     ,Deciduous mid flowering shrub,DCS,05,PW, 21.50 ,,,     , 5 , 5 ,     ,          ,     ,          ,     ,          
CT,    ,012965,#5,VIB DEN CHICAGO LUSTRE R,Viburnum dentatum 'Synnestvedt'                             ,CHICAGO LUSTRE(R) ARROWWOOD VIBURNUM                        ,Deciduous mid flowering shrub,DCS,03,CLG, 21.50 ,,,     , 5 , 1 ,     ,          ,     ,          ,     ,          
CT,    ,013015,#5,VIB NUDUM WINTERTHUR,Viburnum nudum 'Winterthur'                                 ,WINTERTHUR SMOOTH VIBURNUM                                  ,Deciduous early flower'g Shrub,DCS,05,, 21.50 ,,,     , 5 , 12 ,     ,          ,     ,          ,     ,          
CT,    ,074065,#5,VIB PLI T MARIESI,Viburnum plicatum tomentosum 'Mariesii'                     ,Doublefile Viburnum                                         ,Deciduous mid flowering shrub,DCS,05,, 21.50 ,,,     , 5 , 6 ,     ,          ,     ,          ,     ,          
CT,    ,073995,#5,VIB PLI T SHOSHONI,Viburnum plicatum tomentosum 'Shoshoni'                     ,SHOSHONI DOUBLEFILE VIBURNUM                                ,Deciduous mid flowering shrub,DCS,06,, 21.50 ,,,     , 5 ,     , 7 ,06/01/14  ,     ,          ,     ,          
CT,    ,073975,#5,VIB PLI T SUMMER SNOWFLAKE,Viburnum plicatum tomentosum 'Summer Snowflake'             ,Summer Snowflake Viburnum                                   ,Deciduous mid flowering shrub,DCS,05,, 21.50 ,,,     , 5 , 7 ,     ,          ,     ,          ,     ,          
CT,    ,074005,#5,VIB PLI TOMENTOSUM,                                                            ,                                                            ,Deciduous mid flowering shrub,DCS,05,, 21.50 ,,,     , 5 , 5 ,     ,          ,     ,          ,     ,          
CT,    ,074635,#5,VIB X JUDDII,Viburnum x juddii                                           ,Judd Viburnum                                               ,Deciduous early flower'g Shrub,DCS,04,, 21.50 ,,,     , 5 , 7 , 86 ,06/15/14  ,     ,          ,     ,          
CT,    ,407155,#5,VIBURNUM BUR CHENAULTI,                                                            ,                                                            ,Deciduous early flower'g Shrub,DCS,04,, 21.50 ,,,     , 5 , 113 , 113 ,06/15/14  ,     ,          ,     ,          
CT,    ,407205,#5,VIBURNUM PLI T POPCORN,                                                            ,                                                            ,Deciduous early flower'g Shrub,DCS,05,, 21.50 ,,,     , 5 , 11 ,     ,          ,     ,          ,     ,          
CT,    ,013312S,SuperTwo,WEIGELA FL MDNIT WINE R P12217,"Weigela florida 'Elvera' P.P. #12,217, C.B.R. #2,643        ",Midnight Wine®  Weigela,Deciduous sumr flower'g shrub,DCS,05,PW, 12.50 ,,,     , 5 , 32 , 38 ,06/01/14  ,     ,          ,     ,          
CT,2011,074712S,SuperTwo,WEIGELA FL MY MONET R PP16824,"Weigela florida 'Verweig' P.P. #16,824                      ",My Monet®  Weigela,Deciduous sumr flower'g shrub,DCS,04,PW, 12.50 ,,,     , 5 ,     , 264 ,05/15/14  ,     ,          ,     ,          
CT,2011,077513S,Super 3,WEIGELA FL SPILLED WINE TM PAF,Weigela florida 'Bokraspiwi' P.P.A.F.                       ,Spilled Wine™  Weigela,Deciduous sumr flower'g shrub,DCS,04,PW, 16.50 ,,,     ,     , 2 ," 1,219 ",06/01/14  ,     ,          ,     ,          
CT,    ,407373,#3,WEIGELA FL SUZANNE,                                                            ,                                                            ,Deciduous sumr flower'g shrub,DCS,04,, 13.50 ,,,     , 5 , 26 ,     ,          ,     ,          ,     ,          
CT,    ,407385BPT,#5 BRAIDED PATIO TREE,WEIGELA FL VARIEGATA,                                                            ,                                                            ,Deciduous sumr flower'g shrub,DCS,04,, 27.50 ,,,     ,     , 2 ,     ,          ,     ,          ,     ,          
CT,    ,407332,#2,WEIGELA RNBW SNSTN TM P20384,                                                            ,                                                            ,Deciduous sumr flower'g shrub,DCS,04,, 12.50 ,,,     , 5 , 58 , 304 ,05/01/14  ,     ,          ,     ,          
CT,    ,407353,#3,WEIGELA SHNG SENSATION TM PPAF,                                                            ,                                                            ,Deciduous sumr flower'g shrub,DCS,05,, 15.85 ,,,     , 5 ," 1,117 "," 3,851 ",06/01/14  ,     ,          ,     ,          
CT,2013,080943S,Super 3,WEIGELA SONIC BLOOM TM PNK PAF,Weigela florida 'Bokrasopin' P.P.A.F.                       ,Sonic Bloom™  Pink Reblooming Weigela,Deciduous sumr flower'g shrub,DCS,04,PW, 16.50 ,,,     ,     , 12 ,     ,          ,     ,          ,     ,          
CT,2013,080933S,Super 3,WEIGELA SONIC BLOOM TM RED PAF,Weigela florida 'Verweil4' P.P.A.F.                         ,Sonic Bloom™  Red Reblooming Weigela,Deciduous sumr flower'g shrub,DCS,04,PW, 16.50 ,,,     ,     , 10 ,     ,          ,     ,          ,     ,          
CT,    ,084793,#3,WEIGELA WINGS OF FIRE PP21920,                                                            ,                                                            ,Deciduous sumr flower'g shrub,DCS,04,BHC, 15.85 ,,,     , 5 , 47 , 78 ,06/01/14  ,     ,          ,     ,          
,,,,Evergreen Shrubs,,,,,,,,,,,,,,,,,,
CT,    ,002951,#1,ARCTOSTAPHYLOS MASSACHUSETTS,Arctostaphylos uva-ursi 'Massachusetts'                     ,Massachusetts Kinnikinnick                                  ,Evergreen small shrub/hedge,EVS,02,, 6.50 ,,,     , 10 ,     , 23 ,04/15/14  , 902 ,06/01/14  ,     ,          
CT,    ,013823PY,#3 CONE,BUXUS GREEN MOUNTAIN,Buxus x 'Green Mountain'                                    ,Green Mountain Boxwood                                      ,Evergreen small shrub/hedge,EVS,04,, 16.95 ,,,     , 2 ," 1,631 "," 1,631 ",06/15/14  ,     ,          ,     ,          
CT,    ,013825PY,#5 CONE,BUXUS GREEN MOUNTAIN,Buxus x 'Green Mountain'                                    ,Green Mountain Boxwood                                      ,Evergreen small shrub/hedge,EVS,04,, 26.50 ,,,     , 2 ,     ," 1,018 ",06/15/14  ,     ,          ,     ,          
CT,    ,013893,#3,BUXUS GREEN VELVET,Buxus 'Green Velvet'                                        ,Green Velvet Boxwood                                        ,Evergreen small shrub/hedge,EVS,04,, 16.95 ,,,     , 5 , 145 ,     ,          ,     ,          ,     ,          
CT,    ,401313,#3,BUXUS HYB CALGARY,                                                            ,                                                            ,Evergreen small shrub/hedge,EVS,05,, 16.95 ,,,     , 5 , 6 ,     ,          ,     ,          ,     ,          
CT,    ,013955,#5,BUXUS J GREEN BEAUTY,Buxus microphylla japonica 'Green Beauty'                   ,Green Beauty Boxwood                                        ,Evergreen small shrub/hedge,EVS,05,, 25.95 ,,,     , 5 , 2 ,     ,          ,     ,          ,     ,          
CT,    ,013833,#3,BUXUS MIC WINTER GEM,Buxus microphylla japonica 'Winter Gem'                     ,Winter Gem Boxwood                                          ,Evergreen small shrub/hedge,EVS,05,, 16.95 ,,,     , 5 , 150 , 150 ,06/15/14  ,     ,          ,     ,          
CT,    ,013835,#5,BUXUS MIC WINTER GEM,Buxus microphylla japonica 'Winter Gem'                     ,Winter Gem Boxwood                                          ,Evergreen small shrub/hedge,EVS,05,, 25.95 ,,,     , 5 , 401 ,     ,          ,     ,          ,     ,          
CT,    ,402073,#3,COT HOR HESSEI,                                                            ,                                                            ,Evergreen fall/winter interest,EVS,05,, 13.50 ,,,     , 5 , 832 ,     ,          ,     ,          ,     ,          
CT,    ,034502,#2,EUO F MOONSHADOW,Euonymus fortunei 'Moonshadow'                              ,Moonshadow Wintercreeper                                    ,Euonymus,EVS,04,OLD, 11.50 ,,,     , 5 ,     , 48 ,04/01/14  ,     ,          ,     ,          
CT,    ,045073,#3,ILEX GLA SHAMROCK,Ilex glabra 'Shamrock'                                      ,Shamrock Holly                                              ,Ilex,EVS,04,, 15.60 ,,,     , 5 , 693 , 693 ,06/15/14  ,     ,          ,     ,          
CT,    ,045023,#3,ILEX GLABRA COMPACTA,Ilex glabra 'Compacta'                                      ,Compact Inkberry Holly                                      ,Ilex,EVS,04,, 15.60 ,,,     , 5 , 96 , 96 ,06/15/14  ,     ,          ,     ,          
CT,    ,045683,#3,ILEX VERT AFTERGLOW (FEMALE),Ilex verticillata 'Afterglow'                               ,Afterglow Winterberry                                       ,Deciduous fall/winter interest,EVS,04,, 13.75 ,,,     , 5 , 1 ,     ,          ,     ,          ,     ,          
CT,    ,007735,#5,ILEX VERT WINTER RED P4146,Ilex verticillata 'Winter Red'                              ,WINTER RED WINTERBERRY                                      ,Deciduous fall/winter interest,EVS,02,, 20.00 ,,,     , 5 ,     , 752 ,06/15/14  ,     ,          ,     ,          
CT,    ,032623,#3,ILEX X BLUE BARON PPAF,                                                            ,                                                            ,Ilex,EVS,05,, 17.25 ,,,     , 5 , 966 , 966 ,04/15/14  ,     ,          ,     ,          
CT,    ,045673,#3,ILEX X BLUE MAID,Ilex x meserveae 'Blue Maid'                                ,Blue Maid Holly                                             ,Ilex,EVS,05,, 17.25 ,,,     , 5 , 617 , 748 ,04/15/14  ,     ,          ,     ,          
CT,    ,045163,#3,ILEX X BLUE PRINCE,Ilex x meserveae 'Blue Prince'                              ,Blue Prince Holly                                           ,Ilex,EVS,05,, 17.25 ,,,     , 5 , 182 , 451 ,04/15/14  ,     ,          ,     ,          
CT,    ,045173,#3,ILEX X BLUE PRINCESS,Ilex x meserveae 'Blue Princess'                            ,Blue Princess Holly                                         ,Ilex,EVS,05,, 17.25 ,,,     , 5 , 61 , 61 ,04/15/14  ,     ,          ,     ,          
CT,2012,074953S,Super 3,ILEX X CASTLE SPIRE R PP14310,"Ilex x meserveae 'Hachfee' P.P. #14,310                     ",Castle Spire®  Blue Holly,Ilex,EVS,05,PW, 17.75 ,,,     ,     , 39 , 39 ,04/15/14  ,     ,          ,     ,          
CT,2012,074943S,Super 3,ILEX X CASTLE WALL TM PP14308,"Ilex x meserveae 'Heckenstar' P.P. #14,308                  ",Castle Wall™  Blue Holly,Ilex,EVS,05,PW, 17.75 ,,,     ,     ," 1,096 "," 1,583 ",04/15/14  ,     ,          ,     ,          
CT,    ,014883,#3,ILEX X EMERALD MAGIC,                                                            ,                                                            ,Ilex,EVS,05,, 17.25 ,,,     , 5 , 965 ," 1,175 ",04/15/14  ,     ,          ,     ,          
CT,    ,404272,#2,KALMIA LAT BULLS EYE,                                                            ,                                                            ,Evergreen sumr flower'g shrub,EVS,04,, 14.50 ,,,     , 5 , 1 ,     ,          ,     ,          ,     ,          
CT,    ,404275,#5,KALMIA LAT BULLS EYE,                                                            ,                                                            ,Evergreen sumr flower'g shrub,EVS,04,, 35.00 ,,,     , 5 ,     , 203 ,05/15/14  ,     ,          ,     ,          
